0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-1.970849871635437
0.0,-2.077303886413574
0.0,-2.079213857650757
0.0,-2.1003479957580566
0.0,-2.122239112854004
0.0,-2.1518375873565674
0.0,-2.118142604827881
0.0,-2.0845372676849365
0.0,-2.0923104286193848
0.0,-2.1368322372436523
0.0,-2.1203575134277344
0.0,-2.119757890701294
0.0,-2.1253061294555664
0.0,-2.1157889366149902
0.0,-2.080009937286377
0.0,-2.094460964202881
0.0,-2.098623275756836
0.0,-2.104283571243286
0.0,-2.063039779663086
0.0,-2.0933289527893066
0.0,-2.10719895362854
0.0,-2.1641838550567627
0.0,-2.1676185131073
0.0,-2.1040899753570557
0.0,-2.082829475402832
0.0,-2.0808303356170654
0.0,-2.08282732963562
0.0,-2.1183528900146484
0.0,-2.178602695465088
0.0,-2.239577054977417
0.0,-2.216956615447998
0.0,-2.1851966381073
0.0,-2.1079535484313965
0.0,-2.1093909740448
0.0,-2.117109775543213
0.0,-2.117398500442505
0.0,-2.118293046951294
0.0,-2.119335412979126
0.0,-2.1200644969940186
0.0,-2.1148147583007812
0.0,-2.11228084564209
0.0,-2.112354040145874
0.0,-2.1113789081573486
0.0,-2.1109721660614014
0.0,-2.1094324588775635
0.0,-2.1138627529144287
0.0,-2.1118295192718506
0.0,-2.113737106323242
0.0,-2.1147329807281494
0.0,-2.1164350509643555
0.0,-2.1142289638519287
0.0,-2.114818572998047
0.0,-2.114332675933838
0.0,-2.1130409240722656
0.0,-2.112813711166382
0.0,-2.1116418838500977
0.0,-2.1121370792388916
0.0,-2.1061291694641113
0.0,-2.114650011062622
0.0,-2.1156411170959473
0.0,-2.1159284114837646
0.0,-2.122004508972168
0.0,-2.1159956455230713
0.0,-2.1281938552856445
0.0,-2.1702613830566406
0.0,-2.3184731006622314
0.0,-2.325016736984253
0.0,-2.316204786300659
0.0,-2.312731981277466
0.0,-2.2956418991088867
0.0,-2.2797181606292725
0.0,-1.970849871635437
0.0,-2.3025310039520264
0.0,-2.3299124240875244
0.0,-2.353182077407837
0.0,-2.34853196144104
0.0,-2.353534460067749
0.0,-2.3153076171875
0.0,-2.300442934036255
0.0,-2.327610731124878
0.0,-2.2846333980560303
0.0,-2.2563247680664062
0.0,-2.258617401123047
0.0,-2.276899814605713
0.0,-2.3060998916625977
0.0,-2.1763038635253906
0.0,-2.173241138458252
0.0,-2.135005235671997
0.0,-2.131547451019287
0.0,-2.1078901290893555
0.0,-2.1541502475738525
0.0,-2.1372880935668945
0.0,-2.1485893726348877
0.0,-2.167719602584839
0.0,-2.1646549701690674
0.0,-2.3149309158325195
0.0,-2.339688539505005
0.0,-2.3569226264953613
0.0,-1.970849871635437
0.0,-2.3542630672454834
0.0,-2.317758798599243
0.0,-2.3058464527130127
0.0,-2.3392891883850098
0.0,-2.4141476154327393
0.0,-2.500617742538452
0.0,-2.5287258625030518
0.0,-2.511295795440674
0.0,-2.2442305088043213
0.0,-2.425624370574951
0.0,-2.2615487575531006
0.0,-2.2697744369506836
0.0,-2.277428150177002
0.0,-2.285144805908203
0.0,-2.293283224105835
